# .PCD v0.7 - Point Cloud Data file format
VERSION 0.7
FIELDS x y z
SIZE 4 4 4
TYPE F F F
COUNT 1 1 1
WIDTH 2292
HEIGHT 1
VIEWPOINT 0 0 0 1 0 0 0
POINTS 2292
DATA ascii
1.601007 -0.153374 0.99690598
1.6015805 -0.153364 0.99679303
1.599628 -0.15320399 0.99681503
1.6003284 -0.15319 0.9968515
1.6005825 -0.153184 0.99692404
1.6008375 -0.1531795 0.996876
1.6010926 -0.153175 0.99683452
1.59983 -0.15293801 0.99692154
1.6006581 -0.152924 0.99682897
1.600849 -0.15291899 0.99686152
1.6011035 -0.15291449 0.99684399
1.601295 -0.15291101 0.99684799
1.601678 -0.152905 0.99675298
1.6005825 -0.15253249 0.99678999
1.6008375 -0.152527 0.99680996
1.601282 -0.15251601 0.99693
1.600491 -0.152146 0.99676198
1.6006815 -0.15214151 0.99681497
1.6009364 -0.152137 0.99678147
1.601509 -0.152125 0.99679297
1.600401 -0.15162501 0.996764
1.600528 -0.151621 0.99684697
1.600909 -0.151613 0.99684501
1.6011 -0.1516085 0.99692845
1.6012909 -0.151605 0.99687201
1.5998321 -0.151263 0.99681598
1.60066 -0.15124649 0.99680901
1.6009145 -0.15124249 0.99678499
1.6011685 -0.151235 0.99690354
1.6014235 -0.15123101 0.99684
1.6001105 -0.15085149 0.99685651
1.600428 -0.15084299 0.996979
1.6006196 -0.15084 0.99694002
1.600875 -0.15083751 0.99677145
1.601066 -0.150832 0.99687999
1.601384 -0.15082651 0.99684799
1.601576 -0.150824 0.99678999
1.5994231 -0.15049399 0.996822
1.599933 -0.15048499 0.99676001
1.6000611 -0.150482 0.99675697
1.600443 -0.150475 0.99675697
1.60057 -0.150472 0.99678898
1.6011424 -0.15045801 0.99691498
1.601398 -0.1504555 0.99678802
1.5994951 -0.150243 0.99686599
1.599623 -0.150242 0.99682701
1.600069 -0.150234 0.99676347
1.6003225 -0.150226 0.99692702
1.6005776 -0.1502215 0.99688745
1.600769 -0.15022001 0.99679399
1.60115 -0.15020899 0.99699801
1.601342 -0.15020749 0.99684501
1.601534 -0.150205 0.99679899
1.599692 -0.15000001 0.99681801
1.600202 -0.14999101 0.99676698
1.6003926 -0.14998549 0.99686396
1.600647 -0.1499805 0.99686348
1.6009015 -0.14997551 0.99687755
1.6011565 -0.14997 0.99689496
1.6014116 -0.14996549 0.99685299
1.5996335 -0.149635 0.99680752
1.5998875 -0.149629 0.9968785
1.6001425 -0.14962301 0.99692649
1.6003965 -0.149618 0.99693203
1.600652 -0.14961451 0.99686152
1.6009065 -0.14960951 0.99685299
1.601161 -0.1496045 0.99682045
1.6014161 -0.1496 0.99681848
1.601159 -0.149216 0.99683303
1.601413 -0.149211 0.99684203
1.600135 -0.148817 0.996782
1.6003265 -0.1488135 0.99676299
1.601408 -0.148791 0.99683499
1.600255 -0.148366 0.996768
1.6014 -0.148341 0.99690402
1.600656 -0.14817099 0.996795
1.6008461 -0.14816549 0.9968735
1.601038 -0.14816301 0.99678302
1.6001506 -0.14790049 0.99677402
1.6004055 -0.1478955 0.99677002
1.6006606 -0.14789051 0.99675649
1.6009145 -0.1478855 0.99677551
1.601169 -0.14787799 0.99690998
1.5996704 -0.14750999 0.99688053
