%time,time,field.X,field.Y,field.Z,field.A,field.B,field.C,%time,field.Vx,field.Vy,field.Vz,field.Speed
1.63888834394265E+018,0.103871744,1171.5324707,-1929.92321777,1230.25976562,0.00910000037402,-0.516399979591,179.278305054,1.63888834394268E+018,0,-0.0246072392911,0,0.0246072392911
1.63888834394681E+018,0.108022528,1171.53234863,-1929.92333984,1230.26013184,0.00910000037402,-0.516399979591,179.278305054,1.63888834394682E+018,-0.0507477782667,-0.0253738891333,0.0761216729879,0.0949404016137
1.63888834395235E+018,0.11356416,1171.53210449,-1929.9230957,1230.25952148,0.00910000037402,-0.516399979591,179.278305054,1.63888834395241E+018,-0.0489702746272,0.0489702746272,-0.146910816431,0.162416025996
1.63888834395473E+018,0.115944704,1171.53222656,-1929.92333984,1230.25964355,0.00910000037402,-0.516399979591,179.278305054,1.63888834395473E+018,0.0249349270016,-0.0498698540032,0.0249349270016,0.0610778480768
1.63888834395872E+018,0.11994112,1171.5324707,-1929.92346191,1230.26000977,0.00910000037402,-0.516399979591,179.278305054,1.63888834395873E+018,0.0765058174729,-0.0510038807988,0.102007761598,0.137332141399
1.63888834396268E+018,0.123892992,1171.5324707,-1929.92285156,1230.25939941,0.00910000037402,-0.516399979591,179.278396606,1.63888834396269E+018,0,0.148558586836,-0.148558586836,0.210093557835
1.63888834396665E+018,0.12787072,1171.53234863,-1929.92333984,1230.2598877,0.00910000037402,-0.516399979591,179.278305054,1.63888834396668E+018,-0.0502372011542,-0.100474402308,0.125593006611,0.168500691652
1.63888834397062E+018,0.13183488,1171.53259277,-1929.92346191,1230.26000977,0.00910000037402,-0.516399979591,179.278305054,1.63888834397063E+018,0.0753603130579,-0.0502402111888,0.0251201055944,0.0939908251166
1.63888834397471E+018,0.135929088,1171.5324707,-1929.92321777,1230.25952148,0.00910000037402,-0.516399979591,179.278305054,1.63888834397473E+018,-0.0251683406532,0.0755050256848,-0.125841706991,0.148897916079
1.63888834397868E+018,0.139900672,1171.53222656,-1929.92321777,1230.25964355,0.00910000037402,-0.516399979591,179.278305054,1.63888834397869E+018,-0.0740389078856,0,0.0246796347201,0.0780438557267
1.63888834398266E+018,0.143877888,1171.53271484,-1929.9230957,1230.25976562,0.00910000037402,-0.516399979591,179.278305054,1.63888834398267E+018,0.126136898994,0.0252273790538,0.0504547581077,0.138176038861
1.63888834398664E+018,0.147853056,1171.53222656,-1929.92346191,1230.25964355,0.00910000037402,-0.516399979591,179.278305054,1.63888834398666E+018,-0.125307843089,-0.100246272981,-0.0501231364906,0.168118104339
1.63888834399071E+018,0.15192704,1171.5324707,-1929.92285156,1230.25976562,0.00910000037402,-0.516399979591,179.278396606,1.63888834399072E+018,0.0747292563319,0.149458512664,0.0498195029795,0.174368262291
1.63888834399476E+018,0.155974144,1171.53234863,-1929.92321777,1230.2598877,0.00899999961257,-0.516399979591,179.278305054,1.63888834399478E+018,-0.0497308969498,-0.0745963454247,0.0248654484749,0.0930379927158
1.63888834399869E+018,0.15990528,1171.53271484,-1929.92297363,1230.25964355,0.00910000037402,-0.516399979591,179.278305054,1.6388883439987E+018,0.098405867815,0.0492029339075,-0.0738044008613,0.132482945919
1.6388883440027E+018,0.163913216,1171.5324707,-1929.9230957,1230.25964355,0.00910000037402,-0.516399979591,179.278305054,1.6388883440027E+018,-0.0509388372302,-0.0254694186151,0,0.0569513514638
1.6388883440067E+018,0.167913216,1171.53259277,-1929.92321777,1230.26000977,0.00910000037402,-0.516399979591,179.278305054,1.63888834400671E+018,0.0251607913524,-0.0251607913524,0.10064316541,0.106748200953
1.63888834401069E+018,0.171907328,1171.53210449,-1929.92333984,1230.25964355,0.00899999961257,-0.516399979591,179.278305054,1.63888834401074E+018,-0.123842686415,-0.0247685369104,-0.0990741476417,0.160518467426
1.63888834401463E+018,0.175842816,1171.53234863,-1929.9230957,1230.25964355,0.00910000037402,-0.516399979591,179.278305054,1.63888834401464E+018,0.0500722751021,0.0500722751021,0,0.0708128884435
1.63888834401868E+018,0.179894528,1171.53210449,-1929.92346191,1230.2598877,0.00910000037402,-0.516399979591,179.278305054,1.6388883440187E+018,-0.0509914793074,-0.101982958615,0.0764872133732,0.137298762798
1.63888834402266E+018,0.183879936,1171.53295898,-1929.92297363,1230.25939941,0.00910000037402,-0.516399979591,179.278396606,1.63888834402268E+018,0.222273662686,0.12348537147,-0.12348537147,0.282670915127
1.63888834402661E+018,0.187831296,1171.5324707,-1929.9230957,1230.25976562,0.00910000037402,-0.516399979591,179.278305054,1.63888834402663E+018,-0.125472784042,-0.0250945556909,0.100378222764,0.162631303072
1.63888834403071E+018,0.191923968,1171.53210449,-1929.92321777,1230.2598877,0.00910000037402,-0.516399979591,179.278305054,1.63888834403073E+018,-0.101024962962,-0.0252562407404,0.0252562407404,0.10715315491
1.63888834403473E+018,0.195946752,1171.53271484,-1929.92321777,1230.2598877,0.00910000037402,-0.516399979591,179.278305054,1.63888834403475E+018,0.147626116872,0,0,0.147626116872
1.6388883440387E+018,0.19991808,1171.53198242,-1929.9230957,1230.25964355,0.00910000037402,-0.516399979591,179.278305054,1.63888834403871E+018,-0.173308119178,0.0247583016753,-0.074274905026,0.19017213583
1.63888834404276E+018,0.20398208,1171.53210449,-1929.92321777,1230.25964355,0.00910000037402,-0.516399979591,179.278305054,1.63888834404277E+018,0.0253631491214,-0.0253631491214,0,0.03586890921
1.63888834404671E+018,0.20793216,1171.53222656,-1929.92333984,1230.25964355,0.00910000037402,-0.516399979591,179.278305054,1.63888834404673E+018,0.0246477294713,-0.0246477294713,0,0.0348571538925
1.63888834405064E+018,0.211860736,1171.53271484,-1929.9230957,1230.25952148,0.00910000037402,-0.516399979591,179.278305054,1.63888834405066E+018,0.124341987073,0.0497367940843,-0.0248683989048,0.136209830642
