%time,field.header.seq,field.header.stamp,time,field.major_axis,field.minor_axis,field.orientation,field.x,field.y,,field.header.stamp,time,field.value,,field.header.stamp,time,field.speed,field.vx,field.vy,field.vz
1.5916140215724E+018,361,1.59161402154824E+018,0.636680192,56.8851661682,43.2740478516,0.115224324167,381.818664551,260.101287842,,1.59161402154824E+018,0.636682496,2.20000004768,,1.59161402207959E+018,1.176852992,0.00989999994636,0.00406999979168,0.00903000030667,0
1.59161402161917E+018,362,1.59161402158123E+018,0.669669888,50.4943733215,43.2315788269,0.366935253143,378.30758667,263.83883667,,1.59161402158123E+018,0.669672192,2.20000004768,,1.59161402213249E+018,1.229758208,0.0054999999702,0.00200000009499,0.00510000018403,-3.00E-05
1.59161402164916E+018,363,1.59161402161587E+018,0.70430464,47.2481842041,40.6451950073,0.654463708401,379.036468506,262.129272461,,1.59161402161587E+018,0.704306944,2.20000004768,,1.5916140221844E+018,1.281662976,0.00139999995008,-1.00E-05,0.00135000003502,-4.00E-05
1.59161402166949E+018,364,1.59161402164962E+018,0.73805824,50.0719718933,39.4386405945,0.555352151394,376.976226807,261.027648926,,1.59161402164962E+018,0.738060544,2.20000004768,,1.59161402225673E+018,1.353997824,0.0038999998942,-0.00240000011399,-0.00306000001729,-2.00E-05
1.59161402172272E+018,365,1.59161402168135E+018,0.76979072,49.2723007202,41.3219108582,0.410902053118,374.434875488,266.898834229,,1.59161402168135E+018,0.769793024,2.20000004768,,1.59161402230881E+018,1.406077184,0.00800000037998,-0.00436000013724,-0.00667000003159,-2.00E-05
1.59161402175312E+018,366,1.59161402171373E+018,0.802164224,65.2219161987,41.9162635803,0.231972515583,374.122253418,264.781341553,,1.59161402171373E+018,0.802166528,2.20000004768,,1.59161402236063E+018,1.457894144,0.0125000001863,-0.00650000013411,-0.01070000045,-5.00E-05
1.59161402178687E+018,367,1.59161402174692E+018,0.835359232,67.7713928223,39.6972732544,0.143073141575,374.375152588,262.364685059,,1.59161402174692E+018,0.835361536,2.20000004768,,1.59161402242656E+018,1.523821312,0.01600000076,-0.00824000034481,-0.013740000315,2.00E-05
1.59161402185466E+018,368,1.59161402178173E+018,0.870170624,70.7482223511,42.5082397461,0.21408419311,374.368225098,261.262176514,,1.59161402178173E+018,0.870172928,2.20000004768,,1.59161402250886E+018,1.606124288,0.0193000007421,-0.00946000032127,-0.0167900007218,-1.00E-05
1.59161402189913E+018,369,1.59161402181281E+018,0.90124544,0,0,0,0,0,,1.59161402181281E+018,0.901247744,2.20000004768,,1.59161402256831E+018,1.665579008,0.0225000008941,-0.0106499996036,-0.0197899993509,-1.00E-05
1.59161402191886E+018,370,1.59161402184641E+018,0.93484544,0,0,0,0,0,,1.59161402184641E+018,0.934847744,2.20000004768,,1.59161402267309E+018,1.770358272,0.024299999699,-0.0114599997178,-0.0214799996465,-5.00E-05
1.59161402195495E+018,371,1.59161402188192E+018,0.97035904,0,0,0,0,0,,1.59161402188192E+018,0.970361344,2.20000004768,,1.59161402272552E+018,1.822782208,0.0251000002027,-0.0118800001219,-0.0221599992365,2.00E-05
1.59161402198071E+018,372,1.59161402191649E+018,1.004931072,0,0,0,0,0,,1.59161402191649E+018,1.004933376,2.20000004768,,1.59161402278405E+018,1.881310208,0.0249000005424,-0.0117899999022,-0.0219599995762,6.00E-05
1.59161402200314E+018,373,1.59161402194828E+018,1.036713472,0,0,0,0,0,,1.59161402194828E+018,1.036715776,2.20000004768,,1.59161402283955E+018,1.936811008,0.0249000005424,-0.0117300003767,-0.021989999339,4.00E-05
1.59161402204644E+018,374,1.59161402197947E+018,1.067903744,73.6741943359,62.2686157227,-0.1000572294,382.223266602,265.860961914,,1.59161402197947E+018,1.067906048,2.20000004768,,1.59161402291196E+018,2.009222144,0.0248000007123,-0.0116499997675,-0.0218899995089,4.00E-05
1.59161402207651E+018,375,1.59161402201143E+018,1.099865088,57.4157905579,46.7743377686,0.583817005157,381.144866943,260.843963623,,1.59161402201143E+018,1.099867392,2.20000004768,,1.59161402296716E+018,2.064422144,0.024299999699,-0.0113099999726,-0.0215300004929,-4.00E-05
1.59161402209378E+018,376,1.59161402205301E+018,1.14145024,60.1946563721,55.8947715759,0.806623280048,381.967010498,256.683197021,,1.59161402205301E+018,1.141452544,2.20000004768,,1.59161402302195E+018,2.119217408,0.0228000003844,-0.0106399999931,-0.0201900005341,-1.00E-05
