%time,field.header.seq,field.header.stamp,field.header.frame_id,field.absolute_acceleration,field.ax,field.ay,field.az
1591865217110226831,761,1591865217057857036,,0.11819999665,0.0505000017583,0.106739997864,0.0046199997887
1591865217162273649,762,1591865217109989881,,0.136800006032,0.0500800013542,0.127309992909,-0.00184000004083
1591865217214435085,763,1591865217161999940,,0.13369999826,0.0365599989891,0.128470003605,-0.00503000011668
1591865217266097022,764,1591865217213998079,,0.153099998832,-0.0342199988663,0.14917999506,-0.000739999988582
1591865217318768962,765,1591865217266177892,,0.211300000548,-0.0458899997175,0.206259995699,0.00383999990299
1591865217370963466,766,1591865217318439006,,0.237900003791,-0.031479999423,0.235799998045,0.000920000020415
1591865217422852465,767,1591865217370630025,,0.237299993634,-0.0263100005686,0.235850006342,-0.000150000007125
1591865217475422552,768,1591865217422703981,,0.229499995708,-0.0288299992681,0.22770999372,-0.000190000006114
1591865217527614848,769,1591865217475575923,,0.204799994826,-0.0756300017238,0.190339997411,0.00227999989875
1591865217579561384,770,1591865217527687072,,0.154200002551,-0.105650000274,0.112350001931,-0.00132999999914
1591865217631116740,771,1591865217579339981,,0.14620000124,-0.145840004086,0.00824000034481,-0.0054999999702
1591865217683548139,772,1591865217631156921,,0.141100004315,-0.138899996877,-0.0242599993944,0.00443999981508
1591865217736009150,773,1591865217683211088,,0.126499995589,-0.119489997625,-0.0412399992347,0.00533000007272
1591865217786778968,774,1591865217735469102,,0.0998999997973,-0.032460000366,-0.0944800004363,0.000520000001416
1591865217838404691,775,1591865217786808967,,0.183500006795,-0.00271999998949,-0.183449998498,-0.00508000003174
1591865217889654053,776,1591865217838176012,,0.24469999969,0.0104499999434,-0.244399994612,-0.00365999992937
1591865217942959801,777,1591865217889430046,,0.253600001335,0.00645999982953,-0.253479987383,-0.00155000004452
1591865217995151677,778,1591865217943121910,,0.239999994636,0.0110600003973,-0.239789992571,-0.000260000000708
1591865218050034877,779,1591865217995235919,,0.207100003958,0.0397100001574,-0.203209996223,-0.00323999999091
1591865218150133128,780,1591865218047460079,,0.0798000022769,0.016440000385,-0.0781000033021,-0.0
1591865218202052747,781,1591865218149852037,,0.0399000011384,0.00720999995247,0.0387299992144,0.00622999994084
1591865218253855766,782,1591865218201909065,,0.0612000003457,0.00301999994554,0.0610300004482,0.00252000009641
1591865218355260213,783,1591865218253705978,,0.0886999964714,0.00273000006564,0.0886600017548,0.000699999975041
1591865218406619876,784,1591865218355067014,,0.1053000018,-0.00951000023633,0.104840002954,-0.000140000003739
1591865218458134499,785,1591865218406641006,,0.131099998951,-0.0184199996293,0.129769995809,-0.000460000010207
1591865218510031995,786,1591865218457976102,,0.162799999118,-0.0477599985898,0.155640006065,0.00127000000793
1591865218562767857,787,1591865218509897947,,0.164900004864,-0.0502999983728,0.157010003924,0.00118999998085
1591865218613795466,788,1591865218562341928,,0.163299992681,-0.0473599992692,0.156299993396,9.99999974738e-06
1591865218665150953,789,1591865218613615036,,0.172800004482,-0.0361699983478,0.168939992785,0.0014600000577
1591865218717375097,790,1591865218664907932,,0.143000006676,0.0281499996781,0.140149995685,0.000669999979436
1591865218770632480,791,1591865218717077016,,0.124300003052,0.0815799981356,0.0936700031161,-0.00534000014886
1591865218822845747,792,1591865218770800113,,0.113300003111,0.0847600027919,0.0750799998641,-0.0023499999661
1591865218925206950,793,1591865218822900056,,0.0957999974489,0.0262800008059,-0.0921199992299,0.00280999997631
1591865218977569340,794,1591865218924943923,,0.224099993706,0.189319998026,-0.119450002909,-0.00990999955684
1591865219029724416,795,1591865218977121114,,0.23219999671,0.21507999301,-0.0873000025749,-0.00474999984726
1591865219081206470,796,1591865219029279947,,0.235699996352,0.234980002046,-0.0186800006777,-0.00170999998227
1591865219133501386,797,1591865219081293106,,0.1712000072,0.165639996529,0.0433100014925,-0.000479999987874
1591865219185505519,798,1591865219133555889,,0.147300004959,0.121840000153,0.0827500000596,0.00205000001006
1591865219238902597,799,1591865219185563087,,0.136000007391,0.114239998162,0.0737200006843,0.00310000008903
1591865219291302783,800,1591865219239029884,,0.0926999971271,0.0825299993157,0.0422400012612,-0.000230000005104
1591865219344888083,801,1591865219291121959,,0.0419000014663,0.0388099998236,0.0157999992371,0.000230000005104
